id,name,price,stockQuantity
P0129,Sản phẩm 129,99956.11,258
P0130,Sản phẩm 130,91456.82,24
P0131,Sản phẩm 131,21613.61,61
P0132,Sản phẩm 132,77250.16,281
P0133,Sản phẩm 133,30379.42,201
P0134,Sản phẩm 134,73158.45,275
P0135,Sản phẩm 135,87081.5,160
P0136,Sản phẩm 136,69680.4,73
P0137,Sản phẩm 137,80513.82,76
P0138,Sản phẩm 138,14158.66,55
P0139,Sản phẩm 139,71913.04,27
P0140,Sản phẩm 140,17888.58,197
P0141,Sản phẩm 141,53317.99,446
P0142,Sản phẩm 142,1165.92,2
P0143,Sản phẩm 143,31458.14,53
P0144,Sản phẩm 144,45948.46,319
P0145,Sản phẩm 145,13968.88,137
P0146,Sản phẩm 146,72605.99,178
P0147,Sản phẩm 147,42024.19,205
P0148,Sản phẩm 148,3745.72,424
P0149,Sản phẩm 149,7459.77,418
P0150,Sản phẩm 150,20194.94,81
P0151,Sản phẩm 151,35596.11,471
P0152,Sản phẩm 152,89922.77,144
P0153,Sản phẩm 153,35875.2,160
P0154,Sản phẩm 154,29957.41,308
P0155,Sản phẩm 155,28220.76,65
P0156,Sản phẩm 156,80230.72,283
P0157,Sản phẩm 157,67228.03,86
P0158,Sản phẩm 158,43923.32,228
P0159,Sản phẩm 159,36701.09,337
P0160,Sản phẩm 160,80335.6,435
P0161,Sản phẩm 161,31117.59,331
P0162,Sản phẩm 162,2547.8,493
P0163,Sản phẩm 163,41654.37,378
P0164,Sản phẩm 164,56441.16,14
P0165,Sản phẩm 165,41188.11,486
P0166,Sản phẩm 166,60858.27,272
P0167,Sản phẩm 167,93475.23,267
P0168,Sản phẩm 168,49063.48,228
P0169,Sản phẩm 169,5908.66,76
P0170,Sản phẩm 170,75379.46,56
P0171,Sản phẩm 171,7088.76,438
P0172,Sản phẩm 172,43481.68,455
P0173,Sản phẩm 173,91336.87,111
P0174,Sản phẩm 174,20553.39,473
P0175,Sản phẩm 175,24914.62,478
P0176,Sản phẩm 176,87618.59,472
P0177,Sản phẩm 177,54169.32,106
P0178,Sản phẩm 178,74619.14,270
P0179,Sản phẩm 179,45075.9,22
P0180,Sản phẩm 180,70434.63,403
P0181,Sản phẩm 181,57845.41,162
P0182,Sản phẩm 182,3233.17,45
P0183,Sản phẩm 183,45292.06,312
P0184,Sản phẩm 184,35266.85,490
P0185,Sản phẩm 185,73308.27,430
P0186,Sản phẩm 186,23934.31,375
P0187,Sản phẩm 187,68501.4,477
P0188,Sản phẩm 188,92504.55,32
P0189,Sản phẩm 189,57498.32,69
P0190,Sản phẩm 190,26389.6,242
P0191,Sản phẩm 191,51308.31,69
P0192,Sản phẩm 192,79255.08,283
P0193,Sản phẩm 193,13295.58,473
P0194,Sản phẩm 194,47723.16,357
P0195,Sản phẩm 195,60575.07,122
P0196,Sản phẩm 196,66108.54,497
P0197,Sản phẩm 197,17908.7,58
P0198,Sản phẩm 198,5087.86,245
P0199,Sản phẩm 199,56565.77,354
P0200,Sản phẩm 200,74584.6,232
P0201,Sản phẩm 201,96161.08,325
P0202,Sản phẩm 202,45625.45,108
P0203,Sản phẩm 203,96346.12,47
P0204,Sản phẩm 204,46676.02,39
P0205,Sản phẩm 205,11946.25,244
P0206,Sản phẩm 206,43153.44,100
P0207,Sản phẩm 207,56716.46,346
P0208,Sản phẩm 208,61751.83,2
P0209,Sản phẩm 209,89581.2,83
P0210,Sản phẩm 210,24947.82,426
P0211,Sản phẩm 211,59600.1,16
P0212,Sản phẩm 212,45772.83,376
P0213,Sản phẩm 213,87450.22,338
P0214,Sản phẩm 214,59089.4,337
P0215,Sản phẩm 215,90738.01,245
P0216,Sản phẩm 216,50174.94,280
P0217,Sản phẩm 217,19837.96,326
P0218,Sản phẩm 218,56677.23,186
P0219,Sản phẩm 219,10465.88,409
P0220,Sản phẩm 220,31366.39,122
P0221,Sản phẩm 221,39750.47,422
P0222,Sản phẩm 222,32482.94,239
P0223,Sản phẩm 223,4306.23,285
P0224,Sản phẩm 224,21853.19,181
P0225,Sản phẩm 225,83441.4,465
P0226,Sản phẩm 226,36263.53,146
P0227,Sản phẩm 227,67015.45,413
P0228,Sản phẩm 228,42969.29,250
P0229,Sản phẩm 229,70758.88,114
P0230,Sản phẩm 230,56662.08,214
P0231,Sản phẩm 231,61784.6,66
P0232,Sản phẩm 232,4284.77,375
P0233,Sản phẩm 233,7831.36,262
P0234,Sản phẩm 234,54403.31,347
P0235,Sản phẩm 235,57856.35,331
P0236,Sản phẩm 236,85596.17,237
P0237,Sản phẩm 237,76638.7,192
P0238,Sản phẩm 238,48820.25,468
P0239,Sản phẩm 239,84199.8,466
P0240,Sản phẩm 240,19448.45,237
P0241,Sản phẩm 241,56147.13,50
P0242,Sản phẩm 242,58172.37,349
P0243,Sản phẩm 243,8779.44,158
P0244,Sản phẩm 244,19845.94,54
P0245,Sản phẩm 245,28929.21,25
P0246,Sản phẩm 246,32700.56,283
P0247,Sản phẩm 247,40320.09,406
P0248,Sản phẩm 248,90145.4,76
P0249,Sản phẩm 249,43411.29,164
P0250,Sản phẩm 250,58888.49,320
P0251,Sản phẩm 251,18250.13,497
P0252,Sản phẩm 252,40917.74,14
P0253,Sản phẩm 253,74436.09,177
P0254,Sản phẩm 254,95477.42,266
P0255,Sản phẩm 255,94245.83,19
P0256,Sản phẩm 256,44858.11,315
P0257,Sản phẩm 257,17775.7,86
P0258,Sản phẩm 258,80388.3,285
P0259,Sản phẩm 259,93791.03,162
P0260,Sản phẩm 260,18868.07,233
P0261,Sản phẩm 261,90798.59,392
P0262,Sản phẩm 262,39642.06,271
P0263,Sản phẩm 263,79195.12,93
P0264,Sản phẩm 264,22910.65,369
P0265,Sản phẩm 265,23742.36,457
P0266,Sản phẩm 266,66297.63,63
P0267,Sản phẩm 267,76842.96,454
P0268,Sản phẩm 268,23520.8,376
P0269,Sản phẩm 269,23747.58,13
P0270,Sản phẩm 270,57590.45,364
P0271,Sản phẩm 271,88591.56,179
P0272,Sản phẩm 272,9919.67,174
P0273,Sản phẩm 273,68927.83,424
P0274,Sản phẩm 274,2135.03,342
P0275,Sản phẩm 275,29404.14,6
P0276,Sản phẩm 276,56728.94,381
P0277,Sản phẩm 277,25445.73,383
P0278,Sản phẩm 278,45164.5,117
P0279,Sản phẩm 279,48158.45,330
P0280,Sản phẩm 280,26646.11,273
P0281,Sản phẩm 281,62787.04,435
P0282,Sản phẩm 282,65262.85,474
P0283,Sản phẩm 283,90810.21,265
P0284,Sản phẩm 284,64695.37,322
P0285,Sản phẩm 285,28122.84,401
P0286,Sản phẩm 286,63995.34,428
P0287,Sản phẩm 287,52098.81,214
P0288,Sản phẩm 288,40696.8,79
P0289,Sản phẩm 289,99642.81,241
P0290,Sản phẩm 290,79654.28,45
P0291,Sản phẩm 291,43671.58,92
P0292,Sản phẩm 292,36815.43,476
P0293,Sản phẩm 293,70812.81,303
P0294,Sản phẩm 294,79937.01,392
P0295,Sản phẩm 295,15444.13,81
P0296,Sản phẩm 296,42108.39,365
P0297,Sản phẩm 297,86476.63,157
P0298,Sản phẩm 298,63033.97,408
P0299,Sản phẩm 299,13873.74,3
P0300,Sản phẩm 300,1993.93,323
P0301,Sản phẩm 301,92868.7,495
P0302,Sản phẩm 302,54198.56,296
P0303,Sản phẩm 303,33415.13,245
P0304,Sản phẩm 304,64299.98,345
P0305,Sản phẩm 305,90242.61,173
P0306,Sản phẩm 306,9395.93,154
P0307,Sản phẩm 307,26374.71,305
P0308,Sản phẩm 308,9618.03,361
P0309,Sản phẩm 309,1744.46,77
P0310,Sản phẩm 310,31583.97,208
P0311,Sản phẩm 311,21686.15,376
P0312,Sản phẩm 312,48584.05,88
P0313,Sản phẩm 313,32850.4,291
P0314,Sản phẩm 314,21422.87,460
P0315,Sản phẩm 315,8585.09,122
P0316,Sản phẩm 316,19435.51,96
P0317,Sản phẩm 317,54285.51,231
P0318,Sản phẩm 318,81469.64,112
P0319,Sản phẩm 319,63805.27,143
P0320,Sản phẩm 320,53344.33,393
P0321,Sản phẩm 321,5637.76,16
P0322,Sản phẩm 322,71299.09,4
P0323,Sản phẩm 323,48791.11,76
P0324,Sản phẩm 324,92719.08,345
P0325,Sản phẩm 325,28497.67,330
P0326,Sản phẩm 326,81295.72,123
P0327,Sản phẩm 327,10938.31,198
P0328,Sản phẩm 328,95032.55,174
P0329,Sản phẩm 329,68933.33,242
P0330,Sản phẩm 330,70569.92,204
P0331,Sản phẩm 331,39194.29,437
P0332,Sản phẩm 332,65251.49,162
P0333,Sản phẩm 333,58023.96,125
P0334,Sản phẩm 334,37327.97,328
P0335,Sản phẩm 335,39381.11,96
P0336,Sản phẩm 336,14968.35,405
P0337,Sản phẩm 337,4408.52,437
P0338,Sản phẩm 338,7268.51,18
P0339,Sản phẩm 339,55231.33,290
P0340,Sản phẩm 340,32816.78,198
P0341,Sản phẩm 341,13678.98,125
P0342,Sản phẩm 342,20851.83,464
P0343,Sản phẩm 343,57244.16,151
P0344,Sản phẩm 344,47205.17,44
P0345,Sản phẩm 345,72829.86,244
P0346,Sản phẩm 346,9106.52,2
P0347,Sản phẩm 347,31259.45,2
P0348,Sản phẩm 348,55312.82,54
P0349,Sản phẩm 349,47514.38,267
P0350,Sản phẩm 350,32916.3,375
P0351,Sản phẩm 351,56826.21,493
P0352,Sản phẩm 352,2842.49,430
P0353,Sản phẩm 353,53130.09,19
P0354,Sản phẩm 354,30724.98,202
P0355,Sản phẩm 355,2835.61,466
P0356,Sản phẩm 356,60400.36,447
P0357,Sản phẩm 357,70402.03,219
P0358,Sản phẩm 358,19890.87,70
P0359,Sản phẩm 359,65958.94,192
P0360,Sản phẩm 360,69775.99,321
P0361,Sản phẩm 361,49168.55,481
P0362,Sản phẩm 362,7674.45,15
P0363,Sản phẩm 363,41893.79,229
P0364,Sản phẩm 364,99554.13,235
P0365,Sản phẩm 365,35119.91,252
P0366,Sản phẩm 366,15501.66,278
P0367,Sản phẩm 367,21410.11,383
P0368,Sản phẩm 368,68998.05,37
P0369,Sản phẩm 369,74331.14,342
P0370,Sản phẩm 370,57927.12,381
P0371,Sản phẩm 371,96638.01,485
P0372,Sản phẩm 372,95446.05,259
P0373,Sản phẩm 373,88698.28,321
P0374,Sản phẩm 374,69391.29,442
P0375,Sản phẩm 375,77060.79,140
P0376,Sản phẩm 376,98888.23,450
P0377,Sản phẩm 377,54420.0,121
P0378,Sản phẩm 378,31747.86,331
P0379,Sản phẩm 379,46941.98,236
P0380,Sản phẩm 380,15505.09,15
P0381,Sản phẩm 381,56153.66,216
P0382,Sản phẩm 382,46399.11,1
P0383,Sản phẩm 383,64174.94,496
P0384,Sản phẩm 384,22285.43,18
P0385,Sản phẩm 385,78618.65,21
P0386,Sản phẩm 386,47063.52,257
P0387,Sản phẩm 387,75033.24,377
P0388,Sản phẩm 388,54476.87,438
P0389,Sản phẩm 389,40167.12,25
P0390,Sản phẩm 390,90699.62,497
P0391,Sản phẩm 391,72191.3,63
P0392,Sản phẩm 392,20003.53,23
P0393,Sản phẩm 393,95064.29,54
P0394,Sản phẩm 394,75582.88,403
P0395,Sản phẩm 395,73408.49,36
P0396,Sản phẩm 396,72066.31,352
P0397,Sản phẩm 397,50295.98,425
P0398,Sản phẩm 398,40330.89,423
P0399,Sản phẩm 399,87055.24,190
P0400,Sản phẩm 400,43092.12,332
P0401,Sản phẩm 401,31069.12,323
P0402,Sản phẩm 402,96141.88,167
P0403,Sản phẩm 403,42645.97,348
P0404,Sản phẩm 404,50663.3,357
P0405,Sản phẩm 405,19166.76,232
P0406,Sản phẩm 406,58198.83,151
P0407,Sản phẩm 407,75840.84,242
P0408,Sản phẩm 408,58384.76,327
P0409,Sản phẩm 409,93471.15,411
P0410,Sản phẩm 410,4048.55,89
P0411,Sản phẩm 411,4311.49,293
P0412,Sản phẩm 412,8824.48,98
P0413,Sản phẩm 413,31694.43,433
P0414,Sản phẩm 414,32824.8,27
P0415,Sản phẩm 415,98081.8,207
P0416,Sản phẩm 416,62512.93,228
P0417,Sản phẩm 417,61609.3,120
P0418,Sản phẩm 418,17520.85,357
P0419,Sản phẩm 419,67681.42,484
P0420,Sản phẩm 420,93281.05,498
P0421,Sản phẩm 421,11137.77,440
P0422,Sản phẩm 422,77548.18,216
P0423,Sản phẩm 423,98122.1,443
P0424,Sản phẩm 424,61487.57,435
P0425,Sản phẩm 425,83168.51,24
P0426,Sản phẩm 426,26385.82,62
P0427,Sản phẩm 427,13539.36,90
P0428,Sản phẩm 428,52825.86,436
P0429,Sản phẩm 429,59364.8,474
P0430,Sản phẩm 430,89552.63,480
P0431,Sản phẩm 431,14095.75,239
P0432,Sản phẩm 432,64772.24,249
P0433,Sản phẩm 433,72770.17,455
P0434,Sản phẩm 434,95827.71,356
P0435,Sản phẩm 435,25357.16,253
P0436,Sản phẩm 436,5492.62,476
P0437,Sản phẩm 437,89206.15,180
P0438,Sản phẩm 438,58056.54,421
P0439,Sản phẩm 439,98305.27,14
P0440,Sản phẩm 440,7132.36,201
P0441,Sản phẩm 441,12289.79,186
P0442,Sản phẩm 442,91657.75,44
P0443,Sản phẩm 443,83475.51,412
P0444,Sản phẩm 444,71868.78,419
P0445,Sản phẩm 445,19507.86,380
P0446,Sản phẩm 446,23581.93,247
P0447,Sản phẩm 447,9172.43,214
P0448,Sản phẩm 448,34884.2,424
P0449,Sản phẩm 449,68006.54,355
P0450,Sản phẩm 450,45768.06,347
P0451,Sản phẩm 451,74396.99,459
P0452,Sản phẩm 452,73856.86,20
P0453,Sản phẩm 453,28576.77,5
P0454,Sản phẩm 454,92759.18,27
P0455,Sản phẩm 455,44036.33,139
P0456,Sản phẩm 456,45171.91,487
P0457,Sản phẩm 457,73301.47,354
P0458,Sản phẩm 458,83400.2,259
P0459,Sản phẩm 459,48225.08,425
P0460,Sản phẩm 460,83660.48,214
P0461,Sản phẩm 461,29948.13,365
P0462,Sản phẩm 462,74697.9,447
P0463,Sản phẩm 463,71254.98,376
P0464,Sản phẩm 464,15859.17,482
P0465,Sản phẩm 465,66565.68,88
P0466,Sản phẩm 466,19465.98,428
P0467,Sản phẩm 467,65162.51,423
P0468,Sản phẩm 468,36645.03,333
P0469,Sản phẩm 469,1034.74,207
P0470,Sản phẩm 470,27745.76,84
P0471,Sản phẩm 471,97775.97,420
P0472,Sản phẩm 472,59854.51,57
P0473,Sản phẩm 473,86985.12,499
P0474,Sản phẩm 474,51234.79,89
P0475,Sản phẩm 475,85537.59,220
P0476,Sản phẩm 476,83191.78,295
P0477,Sản phẩm 477,89973.1,131
P0478,Sản phẩm 478,31549.72,208
P0479,Sản phẩm 479,58812.58,366
P0480,Sản phẩm 480,61267.4,193
P0481,Sản phẩm 481,69647.45,88
P0482,Sản phẩm 482,95142.07,250
P0483,Sản phẩm 483,63538.65,135
P0484,Sản phẩm 484,62125.5,492
P0485,Sản phẩm 485,51979.35,80
P0486,Sản phẩm 486,29201.6,122
P0487,Sản phẩm 487,92755.91,354
P0488,Sản phẩm 488,33271.29,35
P0489,Sản phẩm 489,40725.13,313
P0490,Sản phẩm 490,16334.68,174
P0491,Sản phẩm 491,10115.08,215
P0492,Sản phẩm 492,15403.14,235
P0493,Sản phẩm 493,22689.67,225
P0494,Sản phẩm 494,48439.44,381
P0495,Sản phẩm 495,33467.93,202
P0496,Sản phẩm 496,7280.07,210
P0497,Sản phẩm 497,30253.21,341
P0498,Sản phẩm 498,44748.18,300
P0499,Sản phẩm 499,5330.9,46
P0500,Sản phẩm 500,31633.47,287
P0501,Sản phẩm 501,82735.89,357
P0502,Sản phẩm 502,48014.84,475
P0503,Sản phẩm 503,4768.24,345
P0504,Sản phẩm 504,46367.08,81
P0505,Sản phẩm 505,86747.07,275
P0506,Sản phẩm 506,36104.88,125
P0507,Sản phẩm 507,44571.82,245
P0508,Sản phẩm 508,80949.91,483
P0509,Sản phẩm 509,10286.75,283
P0510,Sản phẩm 510,7518.74,391
P0511,Sản phẩm 511,68956.44,273
P0512,Sản phẩm 512,3212.67,156
P0513,Sản phẩm 513,41304.5,331
P0514,Sản phẩm 514,89359.79,453
P0515,Sản phẩm 515,89086.02,35
P0516,Sản phẩm 516,95767.08,287
P0517,Sản phẩm 517,13635.4,312
P0518,Sản phẩm 518,82418.46,447
P0519,Sản phẩm 519,72107.34,158
P0520,Sản phẩm 520,69157.33,394
P0521,Sản phẩm 521,20432.92,29
P0522,Sản phẩm 522,87917.82,59
P0523,Sản phẩm 523,77330.54,7
P0524,Sản phẩm 524,17037.69,69
P0525,Sản phẩm 525,73668.93,449
P0526,Sản phẩm 526,33670.32,86
P0527,Sản phẩm 527,37521.56,486
P0528,Sản phẩm 528,22374.65,226
P0529,Sản phẩm 529,96906.14,471
P0530,Sản phẩm 530,88262.13,427
P0531,Sản phẩm 531,16162.93,403
P0532,Sản phẩm 532,21338.63,375
P0533,Sản phẩm 533,26343.19,27
P0534,Sản phẩm 534,63499.72,153
P0535,Sản phẩm 535,80302.2,38
P0536,Sản phẩm 536,79542.59,253
P0537,Sản phẩm 537,39482.91,392
P0538,Sản phẩm 538,67677.38,281
P0539,Sản phẩm 539,99010.85,55
P0540,Sản phẩm 540,66187.06,231
P0541,Sản phẩm 541,87544.1,440
P0542,Sản phẩm 542,23060.9,396
P0543,Sản phẩm 543,48565.56,229
P0544,Sản phẩm 544,30650.49,363
P0545,Sản phẩm 545,42874.88,287
P0546,Sản phẩm 546,15889.66,253
P0547,Sản phẩm 547,58050.77,40
P0548,Sản phẩm 548,36214.45,476
P0549,Sản phẩm 549,23953.32,434
P0550,Sản phẩm 550,45505.66,366
P0551,Sản phẩm 551,31058.87,448
P0552,Sản phẩm 552,8584.87,321
P0553,Sản phẩm 553,48057.45,181
P0554,Sản phẩm 554,9754.02,456
P0555,Sản phẩm 555,98917.91,359
P0556,Sản phẩm 556,29371.95,89
P0557,Sản phẩm 557,3477.24,441
P0558,Sản phẩm 558,47279.54,421
P0559,Sản phẩm 559,94556.95,432
P0560,Sản phẩm 560,35522.06,24
P0561,Sản phẩm 561,62160.2,124
P0562,Sản phẩm 562,59612.1,252
P0563,Sản phẩm 563,30603.05,53
P0564,Sản phẩm 564,32722.65,165
P0565,Sản phẩm 565,70540.95,224
P0566,Sản phẩm 566,66672.12,81
P0567,Sản phẩm 567,62120.36,201
P0568,Sản phẩm 568,56287.54,465
P0569,Sản phẩm 569,88737.95,250
P0570,Sản phẩm 570,72332.12,370
P0571,Sản phẩm 571,47159.15,356
P0572,Sản phẩm 572,22805.9,366
P0573,Sản phẩm 573,34713.33,77
P0574,Sản phẩm 574,66397.71,435
P0575,Sản phẩm 575,53034.72,378
P0576,Sản phẩm 576,99979.21,58
P0577,Sản phẩm 577,57240.76,64
P0578,Sản phẩm 578,34226.11,273
P0579,Sản phẩm 579,11476.47,314
P0580,Sản phẩm 580,64216.84,488
P0581,Sản phẩm 581,1195.74,291
P0582,Sản phẩm 582,87465.67,319
P0583,Sản phẩm 583,17827.13,97
P0584,Sản phẩm 584,42603.77,262
P0585,Sản phẩm 585,34786.68,315
P0586,Sản phẩm 586,85640.84,476
P0587,Sản phẩm 587,5645.77,190
P0588,Sản phẩm 588,6808.21,118
P0589,Sản phẩm 589,53349.86,413
P0590,Sản phẩm 590,63814.51,361
P0591,Sản phẩm 591,47602.51,438
P0592,Sản phẩm 592,55247.63,208
P0593,Sản phẩm 593,75749.03,484
P0594,Sản phẩm 594,57338.0,148
P0595,Sản phẩm 595,91716.37,149
P0596,Sản phẩm 596,42538.81,364
P0597,Sản phẩm 597,25558.52,113
P0598,Sản phẩm 598,86661.24,103
P0599,Sản phẩm 599,52961.64,298
P0600,Sản phẩm 600,58615.5,431
P0601,Sản phẩm 601,13409.24,79
P0602,Sản phẩm 602,58380.72,335
P0603,Sản phẩm 603,12866.37,301
P0604,Sản phẩm 604,57820.29,82
P0605,Sản phẩm 605,35134.5,282
P0606,Sản phẩm 606,90043.9,25
P0607,Sản phẩm 607,78495.4,150
P0608,Sản phẩm 608,45907.69,304
P0609,Sản phẩm 609,20779.26,38
P0610,Sản phẩm 610,31078.4,311
P0611,Sản phẩm 611,39952.9,149
P0612,Sản phẩm 612,6905.46,45
P0613,Sản phẩm 613,32777.94,102
P0614,Sản phẩm 614,52689.37,283
P0615,Sản phẩm 615,98372.48,397
P0616,Sản phẩm 616,27220.72,76
P0617,Sản phẩm 617,64448.99,144
P0618,Sản phẩm 618,42801.4,206
P0619,Sản phẩm 619,37596.16,369
P0620,Sản phẩm 620,17760.1,30
P0621,Sản phẩm 621,25912.03,26
P0622,Sản phẩm 622,29219.99,169
P0623,Sản phẩm 623,66871.8,254
P0624,Sản phẩm 624,57783.37,305
P0625,Sản phẩm 625,89027.71,382
P0626,Sản phẩm 626,14392.31,343
P0627,Sản phẩm 627,18944.93,394
P0628,Sản phẩm 628,89267.2,359
P0629,Sản phẩm 629,31657.71,270
P0630,Sản phẩm 630,30028.72,327
P0631,Sản phẩm 631,8086.3,336
P0632,Sản phẩm 632,46879.46,357
P0633,Sản phẩm 633,79150.6,254
P0634,Sản phẩm 634,63512.72,4
P0635,Sản phẩm 635,23658.08,75
P0636,Sản phẩm 636,85386.88,106
P0637,Sản phẩm 637,97945.28,38
P0638,Sản phẩm 638,86392.92,361
P0639,Sản phẩm 639,18733.75,482
P0640,Sản phẩm 640,40297.68,481
P0641,Sản phẩm 641,82432.61,461
P0642,Sản phẩm 642,26622.34,477
P0643,Sản phẩm 643,31905.61,164
P0644,Sản phẩm 644,17532.15,339
P0645,Sản phẩm 645,20728.4,53
P0646,Sản phẩm 646,10376.99,446
P0647,Sản phẩm 647,81235.02,134
P0648,Sản phẩm 648,10048.51,374
P0649,Sản phẩm 649,67764.58,496
P0650,Sản phẩm 650,27048.38,25
P0651,Sản phẩm 651,93361.69,292
P0652,Sản phẩm 652,52336.34,113
P0653,Sản phẩm 653,95087.85,321
P0654,Sản phẩm 654,20556.78,15
P0655,Sản phẩm 655,85263.46,271
P0656,Sản phẩm 656,21249.48,280
P0657,Sản phẩm 657,28580.26,415
P0658,Sản phẩm 658,41724.47,481
P0659,Sản phẩm 659,31672.71,465
P0660,Sản phẩm 660,91717.63,16
P0661,Sản phẩm 661,79892.44,17
P0662,Sản phẩm 662,21896.65,168
P0663,Sản phẩm 663,92968.9,221
P0664,Sản phẩm 664,97310.03,142
P0665,Sản phẩm 665,37188.9,445
